0.2153,0.7896,0
0.2203,0.7921,1
0.2228,0.7921,1
0.2252,0.7921,1
0.2302,0.7921,1
0.2327,0.7921,1
0.2351,0.7921,1
0.2376,0.7921,1
0.2401,0.7921,1
0.2426,0.7921,1
0.2450,0.7921,1
0.2475,0.7921,1
0.2500,0.7921,1
0.2525,0.7921,1
0.2550,0.7921,1
0.2574,0.7921,1
0.2599,0.7921,1
0.2624,0.7921,1
0.2649,0.7921,1
0.2673,0.7921,1
0.2698,0.7921,1
0.2723,0.7921,1
0.2748,0.7921,1
0.2772,0.7921,1
0.2797,0.7921,1
0.2822,0.7921,1
0.2847,0.7921,1
0.2896,0.7921,1
0.2921,0.7921,1
0.2946,0.7921,1
0.2995,0.7921,1
0.3020,0.7921,1
0.3045,0.7921,1
0.3069,0.7921,1
0.3094,0.7921,1
0.3119,0.7921,1
0.3144,0.7921,1
0.3168,0.7921,1
0.3193,0.7921,1
0.3218,0.7921,1
0.3243,0.7921,1
0.3267,0.7921,1
0.3292,0.7921,1
0.3317,0.7921,1
0.3342,0.7921,1
0.3366,0.7921,1
0.3391,0.7921,1
0.3416,0.7921,1
0.3441,0.7921,1
0.3465,0.7921,1
0.3490,0.7921,1
0.3515,0.7921,1
0.3540,0.7921,1
0.3564,0.7921,1
0.3589,0.7921,1
0.3614,0.7921,1
0.3639,0.7921,1
0.3663,0.7921,1
0.3688,0.7921,1
0.3713,0.7921,1
0.3738,0.7921,1
0.3762,0.7921,1
0.3787,0.7921,1
0.3812,0.7921,1
0.3837,0.7921,1
0.3861,0.7921,1
0.3886,0.7921,1
0.3936,0.7921,1
0.3985,0.7921,1
0.4010,0.7921,1
0.4035,0.7921,1
0.4059,0.7921,1
0.4084,0.7921,1
0.4109,0.7921,1
0.4134,0.7921,1
0.4158,0.7921,1
0.4183,0.7896,1
0.4208,0.7896,1
0.4233,0.7896,1
0.4257,0.7896,1
0.4282,0.7896,1
0.4307,0.7896,1
0.4332,0.7896,1
0.4356,0.7896,1
0.4381,0.7896,1
0.4406,0.7896,1
0.4431,0.7896,1
0.4455,0.7896,1
0.4480,0.7896,1
0.4505,0.7896,1
0.4530,0.7896,1
0.4554,0.7896,1
0.4579,0.7896,1
0.4604,0.7896,1
0.4629,0.7896,1
0.4653,0.7896,1
0.4678,0.7896,1
0.4703,0.7896,1
0.4728,0.7896,1
0.4752,0.7896,1
0.4777,0.7896,1
0.4802,0.7896,1
0.4827,0.7896,1
0.4851,0.7896,1
0.4876,0.7896,1
0.4901,0.7896,1
0.4926,0.7896,1
0.4950,0.7896,1
0.4975,0.7896,1
0.5000,0.7896,1
0.5025,0.7896,1
0.5074,0.7871,0
0.5074,0.7847,1
0.5074,0.7822,1
0.5074,0.7772,1
0.5074,0.7748,1
0.5074,0.7673,1
0.5074,0.7649,1
0.5074,0.7599,1
0.5074,0.7525,1
0.5074,0.7500,1
0.5074,0.7450,1
0.5074,0.7401,1
0.5074,0.7376,1
0.5099,0.7302,1
0.5099,0.7277,1
0.5124,0.7203,1
0.5124,0.7153,1
0.5124,0.7104,1
0.5124,0.7030,1
0.5124,0.7005,1
0.5124,0.6931,1
0.5124,0.6881,1
0.5124,0.6832,1
0.5124,0.6782,1
0.5124,0.6757,1
0.5124,0.6708,1
0.5124,0.6683,1
0.5124,0.6634,1
0.5124,0.6584,1
0.5124,0.6535,1
0.5124,0.6485,1
0.5124,0.6460,1
0.5124,0.6436,1
0.5124,0.6411,1
0.5124,0.6386,1
0.5124,0.6361,1
0.5124,0.6337,1
0.5124,0.6287,1
0.5124,0.6238,1
0.5124,0.6213,1
0.5124,0.6188,1
0.5124,0.6163,1
0.5124,0.6139,1
0.5124,0.6114,1
0.5124,0.6089,1
0.5124,0.6064,1
0.5124,0.6040,1
0.5124,0.6015,1
0.5124,0.5990,1
0.5124,0.5965,1
0.5124,0.5941,1
0.5124,0.5891,1
0.5124,0.5842,1
0.5149,0.5817,1
0.5149,0.5792,1
0.5149,0.5767,1
0.5149,0.5743,1
0.5149,0.5718,1
0.5149,0.5693,1
0.5149,0.5668,1
0.5149,0.5644,1
0.5149,0.5619,1
0.5149,0.5594,1
0.5149,0.5569,1
0.5149,0.5545,1
0.5149,0.5520,1
0.5149,0.5495,1
0.5149,0.5470,1
0.5149,0.5446,1
0.5149,0.5421,1
0.5173,0.5396,1
0.5173,0.5371,1
0.3540,0.6386,0
0.3540,0.6361,1
0.3540,0.6287,1
0.3540,0.6188,1
0.3540,0.6089,1
0.3540,0.5990,1
0.3540,0.5891,1
0.3540,0.5767,1
0.3540,0.5693,1
0.3540,0.5594,1
0.3540,0.5495,1
0.3540,0.5396,1
0.3540,0.5297,1
0.3540,0.5223,1
0.3540,0.5173,1
0.3515,0.5099,1
0.3515,0.5050,1
0.3515,0.5000,1
0.3490,0.4950,1
0.3490,0.4926,1
0.3490,0.4876,1
0.3490,0.4827,1
0.3465,0.4802,1
0.3465,0.4777,1
0.3465,0.4752,1
0.3465,0.4728,1
0.3465,0.4703,1
0.3465,0.4653,1
0.3465,0.4629,1
0.3465,0.4604,1
0.3465,0.4579,1
0.3465,0.4554,1
0.3465,0.4530,1
0.3465,0.4505,1
0.3441,0.4505,1
