0.1163,0.8713,0
0.1163,0.8663,1
0.1163,0.8639,1
0.1163,0.8614,1
0.1163,0.8589,1
0.1163,0.8564,1
0.1163,0.8540,1
0.1163,0.8515,1
0.1163,0.8490,1
0.1163,0.8465,1
0.1163,0.8416,1
0.1163,0.8391,1
0.1163,0.8366,1
0.1163,0.8342,1
0.1163,0.8317,1
0.1163,0.8292,1
0.1163,0.8267,1
0.1163,0.8243,1
0.1163,0.8193,1
0.1163,0.8168,1
0.1163,0.8144,1
0.1163,0.8119,1
0.1163,0.8094,1
0.1163,0.8069,1
0.1163,0.8045,1
0.1163,0.8020,1
0.1163,0.7995,1
0.1188,0.7970,1
0.1188,0.7946,1
0.1188,0.7921,1
0.1188,0.7896,1
0.1188,0.7871,1
0.1213,0.7871,1
0.1213,0.7847,1
0.1213,0.7822,1
0.1213,0.7797,1
0.1213,0.7772,1
0.1213,0.7748,1
0.1213,0.7723,1
0.1238,0.7673,1
0.1238,0.7649,1
0.1238,0.7624,1
0.1238,0.7599,1
0.1238,0.7574,1
0.1238,0.7525,1
0.1238,0.7500,1
0.1262,0.7475,1
0.1262,0.7450,1
0.1262,0.7426,1
0.1262,0.7401,1
0.1287,0.7376,1
0.1287,0.7351,1
0.1287,0.7327,1
0.1312,0.7327,1
0.1312,0.7302,1
0.1312,0.7277,1
0.1312,0.7252,1
0.1312,0.7228,1
0.1312,0.7203,1
0.1312,0.7178,1
0.1312,0.7153,1
0.1312,0.7129,1
0.1312,0.7104,1
0.1312,0.7079,1
0.1312,0.7054,1
0.1312,0.7030,1
0.1163,0.7970,0
0.1188,0.7995,1
0.1188,0.8020,1
0.1213,0.8020,1
0.1238,0.8045,1
0.1238,0.8069,1
0.1262,0.8069,1
0.1287,0.8094,1
0.1312,0.8119,1
0.1312,0.8144,1
0.1337,0.8144,1
0.1361,0.8168,1
0.1386,0.8193,1
0.1411,0.8218,1
0.1436,0.8243,1
0.1460,0.8267,1
0.1460,0.8292,1
0.1485,0.8292,1
0.1510,0.8292,1
0.1510,0.8317,1
0.1535,0.8317,1
0.1535,0.8342,1
0.1559,0.8366,1
0.1584,0.8366,1
0.1609,0.8391,1
0.1609,0.8416,1
0.1658,0.8416,1
0.1683,0.8416,1
0.1708,0.8441,1
0.1708,0.8465,1
0.1733,0.8465,1
0.1757,0.8465,1
0.1757,0.8490,1
0.1782,0.8515,1
0.1807,0.8515,1
0.1832,0.8540,1
