0.2054,0.7351,0
0.2054,0.7327,1
0.2054,0.7277,1
0.2030,0.7277,1
0.2030,0.7252,1
0.2005,0.7228,1
0.2005,0.7178,1
0.2005,0.7153,1
0.2005,0.7129,1
0.2005,0.7104,1
0.2005,0.7079,1
0.1980,0.7054,1
0.1980,0.7030,1
0.1980,0.7005,1
0.1980,0.6980,1
0.1955,0.6955,1
0.1955,0.6931,1
0.1955,0.6906,1
0.1955,0.6881,1
0.1931,0.6881,1
0.1931,0.6856,1
0.1931,0.6832,1
0.1906,0.6832,1
0.1906,0.6807,1
0.1906,0.6782,1
0.1881,0.6782,1
0.1881,0.6757,1
0.1881,0.6733,1
0.1856,0.6733,1
0.1856,0.6708,1
0.1856,0.6683,1
0.1856,0.6658,1
0.1856,0.6634,1
0.1832,0.6634,1
0.1832,0.6609,1
0.1832,0.6584,1
0.1807,0.6584,1
0.1807,0.6559,1
0.1782,0.6535,1
0.1782,0.6510,1
0.1757,0.6510,1
0.1757,0.6485,1
0.1757,0.6460,1
0.1757,0.6436,1
0.1733,0.6436,1
0.1733,0.6411,1
0.1733,0.6386,1
0.1733,0.6361,1
0.1708,0.6337,1
0.1708,0.6312,1
0.1708,0.6287,1
0.1683,0.6262,1
0.1658,0.6238,1
0.1658,0.6213,1
0.1658,0.6188,1
0.1658,0.6163,1
0.1658,0.6139,1
0.1634,0.6139,1
0.1609,0.6114,1
0.1609,0.6089,1
0.1609,0.6064,1
0.1584,0.6040,1
0.1584,0.6015,1
0.1559,0.5990,1
0.1559,0.5965,1
0.1535,0.5941,1
0.1782,0.6609,0
0.1807,0.6634,1
0.1832,0.6634,1
0.1856,0.6634,1
0.1906,0.6634,1
0.1955,0.6634,1
0.1980,0.6634,1
0.2005,0.6634,1
0.2030,0.6634,1
0.2054,0.6634,1
0.2079,0.6634,1
0.2104,0.6634,1
0.2129,0.6634,1
0.2153,0.6634,1
0.2178,0.6634,1
0.2203,0.6634,1
0.2228,0.6634,1
0.2252,0.6634,1
0.2277,0.6634,1
0.2302,0.6634,1
0.2327,0.6634,1
0.2351,0.6634,1
0.2376,0.6634,1
0.2401,0.6634,1
0.2426,0.6634,1
0.2450,0.6634,1
0.2475,0.6634,1
0.2500,0.6634,1
0.2500,0.6683,0
0.2500,0.6683,1
0.2500,0.6708,1
0.2500,0.6733,1
0.2500,0.6757,1
0.2475,0.6782,1
0.2450,0.6832,1
0.2426,0.6881,1
0.2426,0.6906,1
0.2426,0.6931,1
0.2401,0.6931,1
0.2401,0.6955,1
0.2376,0.6980,1
0.2376,0.7005,1
0.2376,0.7030,1
0.2351,0.7030,1
0.2351,0.7054,1
0.2351,0.7079,1
0.2327,0.7079,1
0.2327,0.7104,1
0.2302,0.7129,1
0.2277,0.7153,1
0.2277,0.7178,1
0.2252,0.7178,1
0.2252,0.7203,1
0.2252,0.7228,1
0.2228,0.7228,1
0.2228,0.7252,1
0.2203,0.7252,1
0.2203,0.7277,1
0.2178,0.7277,1
0.2178,0.7302,1
0.2153,0.7302,1
0.2153,0.7327,1
0.2129,0.7327,1
0.2847,0.6015,0
0.2847,0.6040,1
0.2847,0.6064,1
0.2822,0.6089,1
0.2797,0.6089,1
